pt,eta,phi,m
88550.7,87343.1,0.0693926,0.34329
1.17651e+06,480907,1.54243,0.47748
148870,141635,0.295869,1.81509
1.5789e+06,1.07152e+06,-0.937896,-1.99121
700602,695565,-0.0321091,0.474881
206947,176056,0.56805,-0.140922
423817,400216,-0.297225,-0.257551
355154,331996,0.366611,0.126556
173609,97748.2,1.16605,-0.769511
294993,39200.9,2.70631,-0.980731
79267.5,28740.2,1.66996,-0.1263
591270,442639,-0.794923,2.36981
819911,253277,-1.84277,-1.4918
183841,179627,0.163295,1.58765
749358,557337,-0.78339,-0.85675
581784,211061,-1.67121,-0.270938
260168,41263.1,-2.5275,0.00402911
864755,565856,-0.981027,0.769179
784339,779321,0.0883934,-0.952082
39503.1,36119.5,-0.396688,2.98229
863995,389222,-1.43505,-0.383963
1.113e+06,824328,-0.808415,1.48126
999765,660167,0.972421,-2.07145
67373.2,33727.3,1.31486,0.668786
374643,354319,0.267806,-2.74994
187461,78864.6,1.5024,1.58511
64654.1,35845.6,1.18686,0.907916
37455.8,35220,-0.271284,-0.0910591
1.35714e+06,406522,1.87493,-0.0840237
80670.1,67679.7,-0.605399,2.23562
67900.6,65933.4,0.210264,-2.37058
810605,711891,-0.491949,-1.94989
336996,35607.6,2.93773,-2.66767
511898,383355,0.790471,-2.96511
416217,131768,1.8153,0.607488
90809.2,73614.3,0.661212,-1.99829
123922,44437.7,1.68325,-2.94756
377950,38380.8,2.97751,-1.63901
231065,35772.2,2.55198,1.15749
622991,419250,0.943907,-2.03445
444902,125090,-1.94063,2.41901
99431,95570.9,-0.193923,-0.113681
317169,92940.9,1.89593,-2.44096
42807.4,38360.7,0.461307,-1.53852
648948,509219,-0.707269,2.89027
667781,244323,1.66325,1.14251
416246,410315,0.0107431,-1.67093
245895,207288,0.596156,-0.422806
178778,126198,-0.875012,-0.806576
261473,114534,1.46454,0.466439
54739.4,51413.4,-0.267224,-0.162162
92713.3,49093.5,-1.24747,2.70874
120077,36720.1,-1.85014,-2.11804
397737,387278,-0.0968928,1.2931
165285,66899.9,-1.553,-2.08208
1.20309e+06,63807.4,-3.6292,-2.7153
375940,56199.8,2.5874,1.8454
983226,975030,0.123175,-1.44332
670273,449880,0.950893,1.86518
1.01068e+06,577431,1.14836,0.246518
746906,287043,1.60735,-2.73893
37834.8,33600.6,0.466594,0.39447
487034,30218.6,-3.47198,-2.69523
694422,479770,-0.897337,-0.669095
597732,178602,-1.87584,0.0356709
791108,151498,2.33667,-1.39269
116324,107445,0.372398,3.02809
585895,42796.8,3.30834,0.545396
40751.7,40490.2,-0.10244,-0.625756
402541,35850.9,-3.10931,1.36981
84389.2,26758.2,1.81292,0.953259
928742,822141,-0.496364,0.802061
300854,171639,1.15863,1.72281
772891,660764,0.568271,2.36393
545115,286203,1.25782,0.267746
754761,141644,-2.35677,-0.104819
141277,139831,0.128229,-0.0325242
625043,431013,0.908376,2.06212
108020,93886,0.538955,-2.37608
80735.6,76295,-0.310569,0.846605
2.06611e+06,305254,2.59986,-2.91798
251187,208812,0.614016,0.497916
207448,203786,-0.176653,2.04189
292802,78129.3,1.99281,-0.742308
901974,803039,0.477608,-2.59082
1.43695e+06,826247,-1.14975,-1.61913
403145,155501,-1.60326,-3.09358
174777,154003,0.503819,1.01371
1.3248e+06,946465,0.858391,-1.70252
855842,295925,-1.72362,1.44622
489286,144693,1.88817,-0.620444
1.21724e+06,634010,-1.26779,-0.165967
285451,282045,0.100941,-0.582271
780362,612032,-0.723784,2.33342
1.24565e+06,1.03154e+06,0.632513,-2.14411
131725,54904.3,-1.51444,-0.0306531
492018,269779,-1.20124,2.30792
545411,268757,-1.33242,0.697264
703065,134369,2.33823,-0.586498
847969,811958,0.276566,-0.243739
177289,28749.7,-2.50452,1.40476
410105,352009,0.442982,0.0758115
343376,250454,-0.818891,2.22386
300426,183371,1.0737,2.78113
534297,496588,-0.20687,2.11345
169664,143296,0.58895,-2.88309
124002,120225,-0.154144,0.13494
113545,62691,-1.19413,-2.42496
792741,772208,-0.0998576,1.19115
135413,69625,1.28019,1.31025
69905.9,57745.7,0.625798,0.885244
377938,28229.2,3.28595,2.18132
345286,337570,0.181615,-1.27287
290531,125271,-1.48333,2.03564
328577,114343,1.71119,2.30349
47223.5,42444,0.450879,-0.436654
1.08066e+06,856201,0.697307,2.55285
430711,315200,-0.829118,2.01781
1.01871e+06,689093,0.931056,-1.88995
776003,734713,-0.331719,-0.936799
960089,214704,-2.17802,2.84651
1.0649e+06,624380,1.12613,-1.04099
987632,856385,-0.544054,2.80343
1.12257e+06,649879,-1.14265,-0.480828
405020,333200,-0.639342,-1.99094
325053,311330,0.271682,-2.63407
873929,817693,-0.326524,-1.29715
768090,758774,0.0907571,-0.0104898
38756.9,36493.8,0.197739,2.08063
909711,429684,1.38076,2.01802
478158,397619,-0.609992,-2.50471
374960,366435,-0.128083,-0.592687
274218,54657.4,2.2953,1.66186
612468,603060,-0.1475,1.55431
339747,323428,0.29993,0.0636164
1.47042e+06,295062,-2.28897,0.112909
957821,943083,-0.0553958,-1.36381
404636,389538,-0.244409,1.0582
311596,206287,-0.967784,-2.84207
69823,66259.5,-0.285531,-2.37623
176926,157844,-0.460687,-0.269354
528449,94949.6,-2.40139,0.783652
511870,466367,-0.403383,-0.26617
212429,210469,0.0338781,2.60645
486285,483686,-0.0491981,2.87528
125346,115363,0.386227,1.02504
94499.3,67265.6,-0.85942,-0.620601
351278,338391,0.138105,0.58629
205084,174977,-0.562145,-0.515163
1.68618e+06,136292,-3.20679,2.50389
269192,267450,0.0205183,0.105717
290797,233313,-0.682846,-0.100533
323660,182964,-1.16287,-2.22988
771106,687676,0.466833,-2.52172
708643,577503,-0.652265,-1.87091
567606,343857,1.08484,2.0379
174969,150206,0.5611,-0.747181
399533,136381,-1.73542,-2.34114
103472,90464.5,-0.460288,1.64392
77555.4,49674.7,1.00559,0.277868
1.30455e+06,1.18271e+06,-0.444496,0.949634
55292,53905.6,-0.199848,-1.26798
446229,280404,-1.03797,0.833427
295549,258503,-0.490416,2.66957
238574,186120,0.710576,-0.347457
198437,127376,1.01063,1.21597
474466,92290.9,2.32043,-0.566704
654471,620637,0.322208,-1.0749
1.00467e+06,998953,-0.0774755,-1.87836
461733,329403,-0.863138,-1.85007
588514,314597,1.23297,1.17651
290375,136807,-1.38096,-2.68462
131675,112341,-0.560822,-2.63977
800838,797680,0.0463991,-0.865566
218706,68882.8,1.81591,0.346573
39520.4,35286,0.47609,-2.29537
870942,710699,-0.647264,-3.09552
80277,79013.5,-0.0942483,2.45264
595454,578693,-0.231304,-0.294587
123496,56456.6,1.41396,-1.85034
199674,35852,2.40046,-1.71388
807309,791649,0.155881,-0.12416
456030,452931,0.0583148,-0.42568
337948,82943,-2.08153,-2.37617
77176.1,75955.5,-0.00362158,1.21441
1.12158e+06,609774,1.21831,-0.973823
140493,134121,-0.297384,2.62664
1.01421e+06,876134,-0.543592,1.00187
553218,507677,0.414401,-2.05756
59528.6,58417.3,0.112204,1.31588
494849,475974,0.177816,-1.17173
300144,130638,-1.47266,-1.81294
626563,345984,1.1915,2.77709
153897,119820,-0.717178,-1.65822
74203.9,70856.7,-0.23098,3.02104
95880.4,57232.6,1.09684,1.98167
115358,53682.2,1.39774,0.647839
305071,33680.5,2.89357,1.17557
59315.2,33198.4,-1.16566,2.60294
29922,29571.7,0.0836307,2.37587
1.15916e+06,696549,1.07795,-1.62338
247452,243121,0.12556,-2.89135
471932,52423,-2.88745,-0.493521
2.07321e+06,503271,2.09154,0.911268
584307,82952,-2.64003,-1.25254
645164,68108.2,2.93846,1.14407
648507,524364,-0.668701,1.30967
669571,93866.4,2.65256,0.174047
1.18478e+06,778389,-0.97983,-2.21933
1.03584e+06,411886,1.57301,1.16311
748421,577679,0.748452,-1.82007
465576,387662,-0.623423,0.498599
427768,409603,-0.240681,2.25817
655783,528698,-0.630492,-0.84655
193308,116515,-1.09138,2.96631
1.37426e+06,1.1963e+06,0.537191,2.36735
1.16612e+06,359323,1.84517,-1.10764
428693,172089,1.56195,-1.77775
376588,169400,1.43624,1.54355
641712,517353,-0.663193,-0.600865
343583,297715,-0.520874,0.311236
164238,162701,-0.0644931,2.51198
158635,72121.7,1.4226,-1.45001
238481,62167.5,-2.01827,-2.49272
857123,517382,1.08677,-1.20795
615066,77425.3,2.76157,2.34105
240500,77044.6,1.80246,2.78894
546389,72306.4,2.71075,-2.7703
119877,55148.7,1.40906,1.98264
90849.3,52102.9,-1.14198,-2.10988
899228,522176,-1.13638,0.635495
223551,157022,0.88007,-2.70418
582253,542500,0.370036,-1.99002
448229,426357,-0.17956,-0.610696
231467,183050,0.683722,-0.189701
118911,74070.6,1.04661,1.99921
345664,298774,0.545602,1.64317
284295,279383,0.176584,0.465515
584021,91808.6,2.5366,-0.439833
455913,447689,-0.186482,3.06866
389853,97773,2.0595,-1.67376
60879.6,55038.3,-0.436533,2.27639
505030,352221,0.88967,2.49129
263132,173614,0.967783,-2.09723
153771,147783,0.256149,-2.12678
251276,54785.2,2.20357,-1.78707
1.32419e+06,977284,0.803572,-0.165476
71131.2,37571.8,1.24504,1.88056
670648,668777,0.0416408,-0.523273
893369,223303,2.06291,-2.99892
646462,609640,0.138147,2.33686
512028,306722,1.0985,1.82576
327897,188882,-1.13488,-0.96436
140823,126074,0.47083,3.0024
920869,346466,1.63231,0.800605
322290,298730,-0.340454,-1.51142
96043.1,42917.7,-1.44268,2.32694
450886,402206,-0.46894,-2.51402
836475,529997,1.02181,-2.86637
295555,67909,2.1494,-2.33673
655931,595914,-0.406429,-2.06476
185424,97748.9,-1.2462,2.19869
421091,404073,0.268501,-0.76322
247735,232534,-0.246765,2.74461
1.04884e+06,1.04202e+06,0.0874887,2.53471
343496,77529.8,2.16747,-1.22055
53355,33145.4,-1.05359,0.236927
295760,187451,1.02048,0.952876
224999,75934.7,-1.74642,1.74275
187305,75191.4,-1.55766,0.748052
606041,581499,0.26881,-0.566508
535805,508561,-0.320346,0.378695
321871,314134,-0.157715,1.49064
398199,162223,-1.54159,-2.71877
180993,128999,0.855464,-1.00606
1.03186e+06,25214.4,-4.4047,1.60101
770087,647161,0.602051,1.17157
596125,309602,1.27089,1.68321
362961,191195,-1.25068,2.79511
154927,99442.8,-1.00801,2.13336
80990.7,78951.9,-0.00073986,3.12969
481926,70595.4,-2.60787,-0.675145
917745,606230,0.971291,-0.911441
1.38773e+06,791267,1.15831,-3.03696
251531,216428,0.557301,0.380943
289063,114121,-1.5783,-1.49928
197432,29874.9,-2.57441,-2.71711
54370.4,26441.5,-1.34024,-2.31029
347513,297232,0.54276,-1.64089
463209,235226,1.29648,0.942901
332543,134879,-1.54344,1.68206
499247,54326.9,2.90797,0.373153
277048,46652.6,2.46702,1.10496
50629,28705.6,1.16353,1.66242
3.09204e+06,617615,2.29303,2.25151
393373,379629,-0.0585691,2.38464
174252,142839,0.637083,-0.345647
389299,388344,-0.0373969,0.250977
807537,141316,2.42753,1.06061
152889,60110.8,-1.58373,-0.100414
826888,596990,0.84624,-2.41365
1.85861e+06,360370,-2.32387,-0.609785
1.14309e+06,697735,-1.07383,0.188914
149901,28847,-2.32927,0.433852
862251,466441,-1.22071,3.0047
681644,458984,0.944877,1.35775
301125,289725,0.00633639,-2.72246
91105,62464.3,0.918023,-1.14227
197680,52474.6,1.99847,-0.194354
958138,929417,-0.0343957,-1.47545
382116,298539,0.715421,-2.81704
183637,154249,0.597343,1.55092
172716,135083,-0.685631,-2.00712
53286.6,46884.3,-0.465472,2.98196
925736,839437,0.448644,-0.658889
569577,299662,1.25285,-1.95773
617807,508799,0.637267,-1.21515
513441,381145,-0.808549,2.02592
151604,132722,-0.521172,-0.801855
68090.9,62323.7,0.374817,2.18503
619704,31306,3.6778,-3.07304
1.13101e+06,853648,0.784498,2.71769
343443,158426,1.40762,0.0497206
873725,364381,-1.51885,-1.148
376771,300390,-0.697286,0.00585857
826814,779059,0.265478,0.533608
371057,361951,-0.030973,-1.06854
619900,543309,0.51949,2.00815
480608,48728.7,-2.97934,-0.0385501
684297,478413,0.895193,2.12236
280210,100568,-1.6783,2.78101
535550,70010.2,-2.72318,-1.99368
356523,46754.7,-2.71988,2.64963
918655,915439,0.0763257,2.00865
1.04426e+06,283177,1.97904,2.17764
228277,196406,0.467726,-1.9594
726500,458880,1.0199,0.113687
272763,129794,1.37289,2.84369
313398,106322,-1.74169,-1.27405
96226.2,88173.2,-0.405249,-1.11697
896889,78679.4,3.12448,-0.148595
59380.6,36831.9,1.03901,-1.44376
1.2096e+06,345636,-1.9236,-1.23396
135924,134864,-0.0978057,0.824523
68413.4,62130.9,0.430599,1.52226
806507,50767.4,3.45756,-1.0506
321534,307658,-0.280752,-1.87763
159460,133489,0.581184,-1.07762
971279,853783,-0.49761,2.80966
121206,68622,1.1645,1.18566
828914,304269,-1.6591,-0.35323
451361,267873,-1.10949,2.18795
476652,337300,-0.866848,-0.0492932
320243,268830,-0.593844,-0.6483
435409,431708,-0.0289049,0.830272
3.24928e+06,533327,-2.49324,-0.837215
1.11478e+06,1.02793e+06,0.354556,1.0729
734108,697291,0.310745,-2.51856
303100,43346.1,-2.63227,-2.99255
42432.5,31210.9,-0.817534,2.7341
28723.9,26395.5,0.291148,-1.6828
245413,24586.5,2.99089,-1.04738
396230,393654,-0.0502896,-2.94083
267681,179177,-0.952808,-2.81451
1.38832e+06,762407,-1.20087,-0.199049
2.40486e+06,81188.5,4.08133,-2.99476
624903,542404,0.540683,1.1995
862619,344919,-1.56186,2.62316
291461,142810,-1.32498,1.43396
80837.2,77657.8,0.273021,0.778797
183264,73293,-1.5666,-3.03085
2.33459e+06,933367,1.56683,-2.20837
71453.8,51789.4,0.813264,1.41867
637733,580583,-0.434979,2.52562
775999,78564.2,-2.98046,-1.60867
891607,76255.6,-3.15015,0.0926319
2.21451e+06,875875,1.57864,-0.649968
907230,858836,-0.311824,-1.13746
705429,181733,2.03215,0.556368
94034.8,93176.9,0.0748445,2.79664
111089,84632.7,-0.766724,1.94272
50382.2,48810,-0.212952,-1.85687
693289,420615,-1.08036,-1.28865
510476,416091,0.657809,1.57652
1.02005e+06,213428,2.24624,0.14521
382537,240796,-1.03377,-0.00121389
222281,218107,0.176699,-0.930652
242741,87963.7,1.66897,0.688283
254594,63694.3,2.06129,-1.24774
467326,458910,0.0826705,2.1236
681879,576610,0.586242,-2.16963
629857,536711,0.561301,2.81608
360903,353020,-0.182527,-0.375414
42998.9,40276.6,0.343923,0.505473
1.39127e+06,503059,-1.67575,2.65939
268254,88406.8,1.77324,-2.56236
1.2951e+06,522675,1.55431,0.575825
243876,142736,-1.12153,-2.22259
1.03052e+06,686495,0.951656,1.70426
155923,61638.2,1.57571,-1.48759
1.02439e+06,456357,-1.4469,2.3805
386576,323760,-0.603611,0.152303
304565,233926,0.753389,-2.94824
378999,369595,0.125953,2.99061
239647,231269,-0.219355,1.43124
430533,94358,2.19773,1.82758
406807,321771,0.70337,-2.17107
555630,92103.2,2.48296,1.97256
182614,72400.2,1.57165,-0.339442
633069,623039,0.12583,-0.831394
422495,413722,0.201585,-1.12542
954022,625081,-0.972229,2.41504
263175,136336,1.27301,2.03667
1.41226e+06,1.36669e+06,-0.251417,-0.756465
360822,348899,-0.251756,-2.90873
554935,198278,1.68568,-2.37627
186851,111637,1.09907,1.45732
87949.1,60628,-0.884581,0.495578
1.48863e+06,1.46362e+06,0.0828542,2.50138
288427,269398,-0.327679,-0.244464
343057,231823,-0.937924,-1.61787
212558,167900,-0.700912,2.39267
80410.3,54692,-0.931365,-0.588499
645252,581887,0.454006,-2.6823
105169,86942.8,-0.615159,3.06133
62976.2,62050.8,-0.126933,2.63105
1.05129e+06,848911,0.677196,0.951223
111243,37517,-1.74879,-0.875649
662150,503801,-0.766897,-1.70647
543380,322722,1.11058,-0.802817
461235,40138.7,-3.13275,-2.36107
1.38182e+06,428101,1.83961,-0.214242
330921,167321,-1.30248,1.47713
205783,63499.2,1.84154,0.722217
69601.2,41606.5,-1.09962,-1.05449
1.78059e+06,35320.1,-4.6133,-2.98813
431970,409953,-0.294469,-0.592163
304175,191623,-1.03559,-2.38705
928275,143722,2.55202,1.36337
686343,613087,-0.460603,1.3696
417363,182220,-1.46699,-2.56473
1.36176e+06,1.10596e+06,-0.617137,-0.0593473
454922,221159,-1.34402,0.33061
790679,140488,2.41246,2.4791
183089,133551,-0.82433,3.02467
2.49098e+06,787417,-1.81787,-2.57121
371144,351650,-0.26165,3.08916
283753,188670,0.961856,-2.89801
975674,183519,2.35492,-1.29747
925268,855011,-0.400544,-2.06594
536594,528143,0.121171,-2.09525
539038,179705,1.759,1.52897
523873,97249.2,2.36817,-0.218623
1.47408e+06,1.05847e+06,0.858208,-1.37291
483292,471733,-0.171862,2.73182
282667,249353,0.509239,1.59322
313101,301193,-0.228801,1.66921
86681.2,84222.9,0.219791,1.10123
373388,73139.3,-2.31316,2.67393
417409,61761.2,2.59829,0.955269
259383,53595.1,2.25859,2.86707
392576,388926,-0.117916,1.51971
375457,279691,0.764281,-0.175259
458025,374908,0.647334,-0.74175
272311,228965,0.596281,-1.83027
634702,628351,-0.120193,-0.0743887
890516,599576,-0.939315,-2.4562
575068,370664,0.992727,1.48938
407986,261348,0.996954,-3.13305
137309,46807.1,-1.73277,-2.32259
53259.9,36830.9,0.893216,-1.84531
45931.2,27033.7,-1.1091,-1.8548
1.00455e+06,781556,-0.730892,2.05313
339856,261653,-0.75413,1.45162
327457,254617,0.733617,-1.34241
341049,233996,-0.915047,0.368502
2.39837e+06,226413,3.05092,1.32409
501358,414060,-0.609744,1.3132
122102,81524.9,-0.937516,2.66694
185374,67160.6,-1.67085,0.178375
58988.3,57930.3,-0.0031235,0.751879
111482,44774.8,-1.5587,-2.0187
170363,34738.9,2.27129,-0.538103
500649,390091,-0.731066,-0.324005
286680,160450,1.16442,-2.3565
624749,533851,0.570099,-2.33818
169848,116791,0.899082,-1.37842
63158.1,52414.8,0.626374,1.85745
1.12337e+06,1.12107e+06,-0.0396889,1.4606
1.43309e+06,754219,1.25692,-2.20655
652705,626551,0.26876,2.14574
539141,271599,1.30538,2.32056
572644,563195,-0.146803,2.75482
680635,242438,-1.68987,-0.127332
464186,419753,-0.434811,0.138396
942703,345717,-1.66043,2.21723
404367,261758,0.978884,-1.49057
198379,182177,-0.41012,0.664753
494948,60980.7,2.78298,2.24364
65552.7,54959.2,0.573325,-2.07768
199429,45908.5,2.14633,2.95152
71316.9,32658.1,1.41112,-2.48448
976317,518130,-1.23769,-0.135074
741748,738193,0.0127132,-1.30645
107749,57983.7,-1.22522,1.58104
102777,41180.3,1.56001,-2.82238
556702,236495,-1.49865,-2.82528
227607,219128,-0.255133,0.981585
426287,186014,-1.45989,1.71361
503751,385680,0.758493,0.986094
301381,298659,-0.0696744,-2.967
150859,70202.9,1.38783,-2.47759
64860.9,44797,0.899761,1.94634
521955,34367.5,-3.41239,-2.94022
608387,557265,-0.412604,-2.04888
318683,226332,0.866702,1.30305
377969,114751,1.86031,-0.250051
44063.6,30664,-0.902374,1.47045
785554,427314,-1.20841,-1.08147
166842,164399,0.110814,-2.94987
74914.1,51193.2,-0.918733,-1.66404
293190,32953.4,-2.87488,2.56619
504558,470073,-0.37781,-0.730805
541213,356633,0.976525,1.26691
124006,51843.3,-1.51273,-1.60564
35584,28641.6,0.675544,-2.16302
35439.5,25697.7,0.835755,0.629296
520571,389061,0.790028,0.902741
533920,496509,0.27741,1.77667
242360,238434,-0.0631516,-1.88007
1.28901e+06,1.21694e+06,0.239658,-1.4056
603536,393712,-0.987586,2.93339
93198,88872.6,0.280015,-0.692601
404188,80867.4,-2.29106,-3.07234
109034,28002.9,2.03316,0.44826
970350,737696,-0.771664,1.68391
973636,147664,-2.57242,3.02335
380239,82484.1,-2.20779,2.01071
180871,62272.4,-1.72663,2.59154
135391,47745.1,-1.70074,-0.906153
195266,41923.2,-2.21885,0.718652
235310,38172.7,2.50428,-2.99514
940222,391767,-1.51929,-2.29786
175735,116755,-0.96519,-3.06617
323854,92609.5,-1.92342,-1.14197
293355,83200.1,1.93033,2.66725
615407,61287.1,2.99702,-2.96476
821757,625966,0.762356,1.34361
422606,346930,0.647716,-2.74719
256436,174585,0.917479,2.31063
1.17325e+06,581377,-1.32696,2.91588
1.10202e+06,52435.9,3.73783,0.893752
570639,568729,0.0771478,2.20608
313900,206329,0.975282,-2.17681
228655,62699.4,1.96468,-0.517739
83787.6,58941.2,-0.874671,-2.07314
364780,331496,-0.396996,-1.13452
180864,177142,0.196695,0.933753
913403,392175,-1.48539,1.49811
640280,240309,1.63393,-2.46987
456711,123010,1.9859,-1.81864
2.4166e+06,553160,-2.15411,-0.465228
189804,68258.7,-1.67414,1.08144
63036,61827.5,0.160927,-2.71419
604405,573298,0.272964,2.22506
68193.6,61293.4,0.403954,0.211887
897892,504250,1.17432,-1.68894
1.79099e+06,398577,-2.18222,2.29551
395677,150375,-1.62143,-1.18657
752676,395310,-1.25832,-2.46999
230533,125633,1.21369,-1.30608
382660,354295,-0.376224,-1.53834
155622,134495,0.517166,2.91185
38748.1,32607.8,-0.56779,0.157794
42977.5,29985.6,0.886898,2.10559
28677.4,28192,-0.142987,-0.415108
350310,314549,-0.424099,1.63407
201191,189772,0.317282,-2.42955
191489,156777,-0.615735,-1.63974
123862,75187.7,1.07005,-1.91276
85775.1,59400.7,-0.892054,-2.39697
1.03232e+06,936621,0.436685,-1.43713
97483.5,51833.6,1.24219,-3.00647
1.04081e+06,935034,0.448011,-1.57406
1.61831e+06,407590,2.05539,0.280336
1.05621e+06,386097,1.66268,1.28347
717677,657802,-0.341096,2.15029
113385,58029.3,1.28029,-2.8034
59536.1,37095.6,-1.04376,-0.467774
540788,528438,-0.184123,-0.10604
478616,308403,0.994034,0.823942
337035,185158,-1.18769,-3.05963
994080,620829,-1.04624,-1.46806
251664,127498,-1.29583,2.93749
153815,25893.3,-2.46718,-0.797828
774994,306524,-1.57774,1.67053
212906,208742,-0.106763,-2.8252
794809,192708,2.09306,2.89562
529913,408734,0.747044,-1.78786
192756,98045.2,1.29272,1.17436
332235,55628.2,2.47291,2.80344
901571,504113,-1.18398,0.0261591
1.90078e+06,589178,-1.83513,-1.48211
732555,368502,-1.30646,-2.2585
53430.8,46685.3,-0.515101,0.7041
679626,671613,-0.111427,-0.942462
99268.8,81704.9,0.618121,-2.98297
340806,225168,0.95534,-1.75181
118528,85279.3,0.854104,1.71098
524468,442033,-0.588961,-0.536425
896145,172140,-2.33278,-0.907316
213649,80903.3,1.62387,-1.77451
368848,65784.8,2.40833,1.60653
327067,47714.1,2.61221,2.37116
764040,699624,0.423247,1.87369
275002,56078.3,2.271,0.472323
336689,30021.8,-3.10794,-2.57176
948064,927485,0.179083,1.31206
137848,135802,0.0889069,-1.92128
362609,326672,-0.460934,2.25338
278886,233865,-0.604603,1.0156
210117,56815.5,1.97856,1.5265
